OrderID,Price,Quantity,ProductID,CustomerID
O1660,1140,5,03-11-2019,I133,C21
O1661,1280,7,07-11-2019,I133,C106
O1662,1296,8,09-11-2019,I133,C138
O1663,1206,9,16-11-2019,I133,C51
O1664,1165,5,23-11-2019,I133,C135
O1665,1176,5,25-11-2019,I133,C145
O1666,1243,6,03-12-2019,I133,C173
O1667,997,3,09-12-2019,I133,C157
O1668,1161,6,12-12-2019,I133,C37
O1669,1342,6,16-12-2019,I133,C136
O1670,1353,1,22-12-2019,I133,C144
O1671,1175,2,01-01-2020,I133,C196
O1672,1232,8,03-01-2020,I133,C52
O1673,1309,9,06-01-2020,I133,C99
O1674,1309,7,13-01-2020,I133,C85
O1675,1267,6,15-01-2020,I133,C55
O1676,1377,3,17-01-2020,I133,C107
O1677,1242,2,23-01-2020,I133,C150
O1678,1390,1,26-01-2020,I133,C57
O1679,1268,2,05-02-2020,I133,C49
O1680,1389,5,10-02-2020,I133,C76
O1681,1404,6,16-02-2020,I133,C53
O1682,1275,2,19-02-2020,I133,C3
O1683,1416,2,22-02-2020,I133,C196
O1684,1322,9,26-02-2020,I133,C33
O1685,1338,8,05-03-2020,I133,C35
O1686,1226,5,08-03-2020,I133,C138
O1687,1359,10,11-03-2020,I133,C55
O1688,1342,9,18-03-2020,I133,C42
O1689,1300,10,21-03-2020,I133,C139
O1690,1264,8,27-03-2020,I133,C104
O1691,165,5,01-01-2017,I31,C6
O1692,167,9,03-01-2017,I31,C185
O1693,168,5,06-01-2017,I31,C147
O1694,171,3,08-01-2017,I31,C20
O1695,173,2,12-01-2017,I31,C176
O1696,176,8,14-01-2017,I31,C71
O1697,180,1,16-01-2017,I31,C198
O1698,183,7,21-01-2017,I31,C104
O1699,191,5,27-01-2017,I31,C89
O1700,194,3,04-02-2017,I31,C65
O1701,199,8,10-02-2017,I31,C61
O1702,200,1,13-02-2017,I31,C190
O1703,206,10,18-02-2017,I31,C90
O1704,208,10,25-02-2017,I31,C5
O1705,218,10,28-02-2017,I31,C111
O1706,220,7,01-03-2017,I31,C73
O1707,225,5,06-03-2017,I31,C12
O1708,228,2,11-03-2017,I31,C11
O1709,232,10,13-03-2017,I31,C119
O1710,236,10,17-03-2017,I31,C27
O1711,233,3,22-03-2017,I31,C16
O1712,221,5,21-03-2017,I31,C101
O1713,244,5,28-03-2017,I31,C101
O1714,248,9,07-04-2017,I31,C176
O1715,250,9,09-04-2017,I31,C55
O1716,252,2,14-04-2017,I31,C134
O1717,267,6,21-04-2017,I31,C136
O1718,266,5,28-04-2017,I31,C63
O1719,267,8,03-05-2017,I31,C77
O1720,266,6,07-05-2017,I31,C46
O1721,283,1,14-05-2017,I31,C55
O1722,275,1,17-05-2017,I31,C190
O1723,299,3,24-05-2017,I31,C165
O1724,292,2,01-06-2017,I31,C67
O1725,305,1,03-06-2017,I31,C109
O1726,271,5,09-06-2017,I31,C92
O1727,286,9,13-06-2017,I31,C115
O1728,309,5,19-06-2017,I31,C111
O1729,311,10,24-06-2017,I31,C31
O1730,286,9,26-06-2017,I31,C117
O1731,328,4,04-07-2017,I31,C46
O1732,320,4,06-07-2017,I31,C114
O1733,326,1,10-07-2017,I31,C174
O1734,335,2,16-07-2017,I31,C77
O1735,320,5,18-07-2017,I31,C36
O1736,327,7,21-07-2017,I31,C67
O1737,351,2,27-07-2017,I31,C164
O1738,353,4,06-08-2017,I31,C51
O1739,349,5,10-08-2017,I31,C111
O1740,354,5,12-08-2017,I31,C54
O1741,355,7,17-08-2017,I31,C161
O1742,365,10,20-08-2017,I31,C160
O1743,383,1,27-08-2017,I31,C197
O1744,369,1,03-09-2017,I31,C88
O1745,370,7,05-09-2017,I31,C44
O1746,381,4,07-09-2017,I31,C195
O1747,374,5,10-09-2017,I31,C144
O1748,381,9,13-09-2017,I31,C134
O1749,362,2,19-09-2017,I31,C172
O1750,399,4,22-09-2017,I31,C110
O1751,338,1,21-09-2017,I31,C3
O1752,391,2,01-10-2017,I31,C94
O1753,394,2,06-10-2017,I31,C96
O1754,426,6,13-10-2017,I31,C142
O1755,405,3,20-10-2017,I31,C23
O1756,436,8,22-10-2017,I31,C155
O1757,414,1,24-10-2017,I31,C128
O1758,442,2,01-11-2017,I31,C67
O1759,446,4,04-11-2017,I31,C14
O1760,444,4,09-11-2017,I31,C71
O1761,444,6,15-11-2017,I31,C79
O1762,443,3,19-11-2017,I31,C136
O1763,440,6,21-11-2017,I31,C88
O1764,415,1,24-11-2017,I31,C63
O1765,440,1,26-11-2017,I31,C53
O1766,446,9,04-12-2017,I31,C164
O1767,463,9,09-12-2017,I31,C199
O1768,429,2,10-12-2017,I31,C45
O1769,448,2,14-12-2017,I31,C165
O1770,461,6,17-12-2017,I31,C156
O1771,478,1,21-12-2017,I31,C113
O1772,470,5,25-12-2017,I31,C8
O1773,400,1,27-12-2017,I31,C3
O1774,460,8,06-01-2018,I31,C162
O1775,454,9,08-01-2018,I31,C49
O1776,485,6,10-01-2018,I31,C200
O1777,411,4,13-01-2018,I31,C190
O1778,505,3,16-01-2018,I31,C46
O1779,466,1,19-01-2018,I31,C84
O1780,449,7,23-01-2018,I31,C162
O1781,517,7,25-01-2018,I31,C144
O1782,506,10,03-02-2018,I31,C77
O1783,473,4,10-02-2018,I31,C176
O1784,473,3,13-02-2018,I31,C171
O1785,439,2,12-02-2018,I31,C14
O1786,470,7,19-02-2018,I31,C126
O1787,519,10,24-02-2018,I31,C125
O1788,535,10,27-02-2018,I31,C108
O1789,514,1,01-03-2018,I31,C19
O1790,437,6,06-03-2018,I31,C122
O1791,545,8,09-03-2018,I31,C2
O1792,505,8,13-03-2018,I31,C60
O1793,569,8,17-03-2018,I31,C138
O1794,555,5,20-03-2018,I31,C171
O1795,573,6,23-03-2018,I31,C126
O1796,532,9,25-03-2018,I31,C197
O1797,572,5,03-04-2018,I31,C141
O1798,541,2,09-04-2018,I31,C38
O1799,560,5,12-04-2018,I31,C184
O1800,585,8,14-04-2018,I31,C107
O1801,539,4,16-04-2018,I31,C132
O1802,520,8,23-04-2018,I31,C28
O1803,583,4,27-04-2018,I31,C127
O1804,506,10,25-04-2018,I31,C15
O1805,607,4,06-05-2018,I31,C25
O1806,609,1,11-05-2018,I31,C37
O1807,572,8,17-05-2018,I31,C46
O1808,593,4,24-05-2018,I31,C60
O1809,584,2,28-05-2018,I31,C36
O1810,628,9,03-06-2018,I31,C173
O1811,645,1,09-06-2018,I31,C187
O1812,573,9,09-06-2018,I31,C107
O1813,558,5,19-06-2018,I31,C28
O1814,576,9,26-06-2018,I31,C138
O1815,609,6,05-07-2018,I31,C117
O1816,599,10,07-07-2018,I31,C55
O1817,631,10,13-07-2018,I31,C198
O1818,673,6,19-07-2018,I31,C118
O1819,576,7,25-07-2018,I31,C194
O1820,660,7,28-07-2018,I31,C77
O1821,616,9,02-08-2018,I31,C64
O1822,619,1,09-08-2018,I31,C171
O1823,608,6,14-08-2018,I31,C38
O1824,633,2,16-08-2018,I31,C82
O1825,669,7,21-08-2018,I31,C137
O1826,612,5,27-08-2018,I31,C103
O1827,630,10,06-09-2018,I31,C159
O1828,731,10,11-09-2018,I31,C88
O1829,632,8,16-09-2018,I31,C168
O1830,624,6,19-09-2018,I31,C131
O1831,648,8,22-09-2018,I31,C172
O1832,718,2,24-09-2018,I31,C158
O1833,725,8,26-09-2018,I31,C22
O1834,743,5,03-10-2018,I31,C141
O1835,664,4,06-10-2018,I31,C76
O1836,756,6,08-10-2018,I31,C156
O1837,609,5,11-10-2018,I31,C95
O1838,727,7,14-10-2018,I31,C154
O1839,708,9,19-10-2018,I31,C139
O1840,611,8,19-10-2018,I31,C170
O1841,730,5,27-10-2018,I31,C161
O1842,718,1,02-11-2018,I31,C117
O1843,630,5,03-11-2018,I31,C149
O1844,715,3,06-11-2018,I31,C134
O1845,737,3,13-11-2018,I31,C140
O1846,741,3,16-11-2018,I31,C165
O1847,747,7,18-11-2018,I31,C153
O1848,699,2,21-11-2018,I31,C74
O1849,687,2,27-11-2018,I31,C107
O1850,693,4,02-12-2018,I31,C7
O1851,748,3,07-12-2018,I31,C184
O1852,742,9,09-12-2018,I31,C132
O1853,803,1,14-12-2018,I31,C185
O1854,712,4,21-12-2018,I31,C70
O1855,665,9,22-12-2018,I31,C131
O1856,744,10,27-12-2018,I31,C33
O1857,785,5,06-01-2019,I31,C54
O1858,747,3,12-01-2019,I31,C78
O1859,802,6,17-01-2019,I31,C192
O1860,853,6,22-01-2019,I31,C78
O1861,785,8,01-02-2019,I31,C37
O1862,749,1,04-02-2019,I31,C136
O1863,758,10,06-02-2019,I31,C170
O1864,833,7,12-02-2019,I31,C86
O1865,775,6,16-02-2019,I31,C156
O1866,847,1,21-02-2019,I31,C55
O1867,775,7,25-02-2019,I31,C60
O1868,767,2,03-03-2019,I31,C12
O1869,833,9,06-03-2019,I31,C125
O1870,722,2,09-03-2019,I31,C77
O1871,791,4,17-03-2019,I31,C126
O1872,789,8,24-03-2019,I31,C90
O1873,899,10,02-04-2019,I31,C114
O1874,809,5,05-04-2019,I31,C2
O1875,893,8,08-04-2019,I31,C50
O1876,877,9,10-04-2019,I31,C6
O1877,889,5,17-04-2019,I31,C191
O1878,885,5,20-04-2019,I31,C68
O1879,858,4,27-04-2019,I31,C71
O1880,909,6,04-05-2019,I31,C112
O1881,920,1,10-05-2019,I31,C29
O1882,956,7,13-05-2019,I31,C96
O1883,942,7,20-05-2019,I31,C127
O1884,928,5,25-05-2019,I31,C23
O1885,808,6,27-05-2019,I31,C95
O1886,908,3,04-06-2019,I31,C62
O1887,735,5,03-06-2019,I31,C197
O1888,902,3,12-06-2019,I31,C179
O1889,838,9,17-06-2019,I31,C175
O1890,911,7,22-06-2019,I31,C75
O1891,891,5,01-07-2019,I31,C166
O1892,959,4,05-07-2019,I31,C165
O1893,996,1,11-07-2019,I31,C133
O1894,988,6,14-07-2019,I31,C129
O1895,954,3,21-07-2019,I31,C57
O1896,874,3,28-07-2019,I31,C61
O1897,996,8,03-08-2019,I31,C138
O1898,974,9,05-08-2019,I31,C17
O1899,888,6,10-08-2019,I31,C172
O1900,915,6,13-08-2019,I31,C68
O1901,948,7,18-08-2019,I31,C118
O1902,1011,6,23-08-2019,I31,C49
O1903,1052,1,27-08-2019,I31,C115
O1904,1060,1,06-09-2019,I31,C35
O1905,979,3,12-09-2019,I31,C130
O1906,906,2,19-09-2019,I31,C95
O1907,952,9,23-09-2019,I31,C95
O1908,1050,1,25-09-2019,I31,C44
O1909,971,4,03-10-2019,I31,C162
O1910,912,9,10-10-2019,I31,C1
O1911,992,3,17-10-2019,I31,C41
O1912,965,4,20-10-2019,I31,C142
O1913,1002,4,22-10-2019,I31,C44
O1914,1100,2,28-10-2019,I31,C58
O1915,941,4,05-11-2019,I31,C126
O1916,1065,5,12-11-2019,I31,C162
O1917,1002,6,17-11-2019,I31,C159
O1918,976,3,24-11-2019,I31,C129
O1919,1014,1,02-12-2019,I31,C147
O1920,1143,8,08-12-2019,I31,C108
O1921,1028,3,12-12-2019,I31,C192
O1922,1111,6,19-12-2019,I31,C91
O1923,1149,3,22-12-2019,I31,C97
O1924,1002,3,24-12-2019,I31,C149
O1925,1101,3,03-01-2020,I31,C37
O1926,995,2,07-01-2020,I31,C123
O1927,988,4,13-01-2020,I31,C152
O1928,1057,6,18-01-2020,I31,C125
O1929,988,2,20-01-2020,I31,C109
O1930,1125,9,26-01-2020,I31,C33
O1931,1077,9,05-02-2020,I31,C178
O1932,1013,8,10-02-2020,I31,C129
O1933,896,1,09-02-2020,I31,C135
O1934,1205,2,16-02-2020,I31,C52
O1935,1150,3,18-02-2020,I31,C42
O1936,1043,5,23-02-2020,I31,C53
O1937,1051,10,01-03-2020,I31,C50
O1938,1031,2,03-03-2020,I31,C189
O1939,1124,8,08-03-2020,I31,C173
O1940,1114,8,14-03-2020,I31,C31
O1941,1040,1,19-03-2020,I31,C115
O1942,1165,8,24-03-2020,I31,C91
O1943,313,10,01-01-2017,I113,C25
O1944,316,2,07-01-2017,I113,C57
O1945,321,7,14-01-2017,I113,C194
O1946,329,3,17-01-2017,I113,C100
O1947,324,9,25-01-2017,I113,C117
O1948,329,2,01-02-2017,I113,C91
O1949,328,4,06-02-2017,I113,C190
O1950,335,6,10-02-2017,I113,C50
O1951,334,1,15-02-2017,I113,C131
O1952,348,7,20-02-2017,I113,C81
O1953,348,4,27-02-2017,I113,C134
O1954,352,10,27-02-2017,I113,C94
O1955,348,6,05-03-2017,I113,C136
O1956,352,3,07-03-2017,I113,C121
O1957,347,3,11-03-2017,I113,C36
O1958,357,1,17-03-2017,I113,C198
O1959,349,6,20-03-2017,I113,C57
O1960,361,9,27-03-2017,I113,C110
O1961,364,10,04-04-2017,I113,C101
O1962,357,3,09-04-2017,I113,C194
O1963,375,3,15-04-2017,I113,C169
O1964,372,9,19-04-2017,I113,C188
O1965,376,7,25-04-2017,I113,C73
O1966,381,4,27-04-2017,I113,C178
O1967,387,8,01-05-2017,I113,C183
O1968,369,1,05-05-2017,I113,C195
O1969,378,9,12-05-2017,I113,C10
O1970,388,1,16-05-2017,I113,C8
O1971,378,9,19-05-2017,I113,C191
O1972,392,8,23-05-2017,I113,C188
O1973,382,3,25-05-2017,I113,C10
O1974,387,9,02-06-2017,I113,C89
O1975,381,8,09-06-2017,I113,C34
O1976,387,6,16-06-2017,I113,C85
O1977,393,7,22-06-2017,I113,C191
O1978,404,3,01-07-2017,I113,C91
O1979,407,3,08-07-2017,I113,C35
O1980,403,8,14-07-2017,I113,C1
O1981,429,2,17-07-2017,I113,C102
O1982,400,7,19-07-2017,I113,C54
O1983,421,1,21-07-2017,I113,C35
O1984,409,6,27-07-2017,I113,C157
O1985,404,6,02-08-2017,I113,C16
O1986,433,1,08-08-2017,I113,C28
O1987,410,7,13-08-2017,I113,C59
O1988,416,9,17-08-2017,I113,C132
O1989,442,2,21-08-2017,I113,C123
O1990,444,7,26-08-2017,I113,C79
O1991,434,9,28-08-2017,I113,C46
O1992,416,5,02-09-2017,I113,C54
O1993,472,9,02-09-2017,I113,C144
O1994,437,6,07-09-2017,I113,C163
O1995,453,10,10-09-2017,I113,C47
O1996,421,1,14-09-2017,I113,C118
O1997,455,5,18-09-2017,I113,C54
O1998,443,7,21-09-2017,I113,C101
O1999,433,7,25-09-2017,I113,C88
O2000,472,4,04-10-2017,I113,C176
O2001,431,9,06-10-2017,I113,C84
O2002,445,8,11-10-2017,I113,C78
O2003,435,5,13-10-2017,I113,C57
O2004,460,8,20-10-2017,I113,C88
O2005,463,7,23-10-2017,I113,C143
O2006,460,5,26-10-2017,I113,C101
O2007,445,6,02-11-2017,I113,C86
O2008,465,10,04-11-2017,I113,C181
O2009,463,6,07-11-2017,I113,C65
O201,132,1,07-01-2017,I163,C37
O2010,478,1,11-11-2017,I113,C44
O2011,454,5,15-11-2017,I113,C141
O2012,458,3,22-11-2017,I113,C112
O2013,475,3,27-11-2017,I113,C57
O2014,511,2,05-12-2017,I113,C61
O2015,539,5,09-12-2017,I113,C104
O2016,487,10,13-12-2017,I113,C35
O2017,494,7,18-12-2017,I113,C93
O2018,502,3,24-12-2017,I113,C183
O2019,480,7,03-01-2018,I113,C188
O202,131,3,07-01-2017,I125,C97
O2020,509,1,10-01-2018,I113,C170
O2021,528,5,15-01-2018,I113,C143
O2022,490,8,20-01-2018,I113,C109
O2023,611,8,23-01-2018,I113,C1
O2024,501,5,01-02-2018,I113,C153
O2025,533,6,08-02-2018,I113,C86
O2026,494,10,12-02-2018,I113,C2
O2027,500,5,19-02-2018,I113,C117
O2028,641,4,25-02-2018,I113,C20
O2029,566,7,02-03-2018,I113,C80
O203,137,3,15-01-2017,I125,C48
O2030,619,3,04-03-2018,I113,C115
O2031,531,5,13-03-2018,I113,C175
O2032,557,6,15-03-2018,I113,C106
O2033,661,3,14-03-2018,I113,C11
O2034,506,9,21-03-2018,I113,C84
O2035,503,10,27-03-2018,I113,C150
O2036,510,9,05-04-2018,I113,C128
O2037,519,7,09-04-2018,I113,C151
O2038,517,9,15-04-2018,I113,C195
O2039,588,7,19-04-2018,I113,C83
O204,138,4,19-01-2017,I125,C139
O2040,536,8,25-04-2018,I113,C184
O2041,619,6,01-05-2018,I113,C14
O2042,534,5,05-05-2018,I113,C59
O2043,676,4,10-05-2018,I113,C193
O2044,588,1,17-05-2018,I113,C145
O2045,528,3,19-05-2018,I113,C13
O2046,545,9,25-05-2018,I113,C159
O2047,579,3,01-06-2018,I113,C84
O2048,538,7,05-06-2018,I113,C94
O2049,581,4,09-06-2018,I113,C31
O205,139,8,24-01-2017,I125,C94
O2050,572,4,15-06-2018,I113,C44
O2051,599,9,20-06-2018,I113,C124
O2052,573,5,23-06-2018,I113,C139
O2053,635,7,25-06-2018,I113,C142
O2054,624,3,28-06-2018,I113,C134
O2055,642,3,03-07-2018,I113,C137
O2056,638,10,07-07-2018,I113,C59
O2057,626,4,11-07-2018,I113,C19
O2058,646,2,13-07-2018,I113,C171
O2059,611,8,17-07-2018,I113,C104
O206,146,5,03-02-2017,I163,C26
O2060,552,8,24-07-2018,I113,C105
O2061,774,8,23-07-2018,I113,C114
O2062,582,2,01-08-2018,I113,C128
O2063,642,7,07-08-2018,I113,C97
O2064,610,7,12-08-2018,I113,C151
O2065,605,8,14-08-2018,I113,C107
O2066,714,6,13-08-2018,I113,C175
O2067,590,3,20-08-2018,I113,C42
O2068,628,6,22-08-2018,I113,C121
O2069,662,1,26-08-2018,I113,C188
O207,144,9,05-02-2017,I125,C136
O2070,642,4,01-09-2018,I113,C12
O2071,569,8,04-09-2018,I113,C9
O2072,659,9,11-09-2018,I113,C156
O2073,679,10,18-09-2018,I113,C124
O2074,622,2,24-09-2018,I113,C87
O2075,694,2,28-09-2018,I113,C29
O2076,644,1,04-10-2018,I113,C16
O2077,690,6,07-10-2018,I113,C88
O2078,619,8,14-10-2018,I113,C111
O2079,678,6,16-10-2018,I113,C184
O208,151,9,11-02-2017,I163,C148
O2080,831,6,21-10-2018,I113,C47
O2081,653,6,26-10-2018,I113,C36
O2082,821,10,02-11-2018,I113,C168
O2083,660,2,06-11-2018,I113,C73
O2084,706,7,13-11-2018,I113,C78
O2085,684,2,16-11-2018,I113,C161
O2086,717,3,18-11-2018,I113,C173
O2087,717,2,25-11-2018,I113,C5
O2088,654,4,04-12-2018,I113,C154
O2089,643,3,09-12-2018,I113,C41
O209,160,8,18-02-2017,I163,C117
O2090,706,2,12-12-2018,I113,C99
O2091,843,1,14-12-2018,I113,C20
O2092,631,3,21-12-2018,I113,C22
O2093,775,8,24-12-2018,I113,C156
O2094,659,4,02-01-2019,I113,C141
O2095,626,3,06-01-2019,I113,C51
O2096,681,4,09-01-2019,I113,C31
O2097,717,8,11-01-2019,I113,C93
O2098,643,6,17-01-2019,I113,C33
O2099,632,6,19-01-2019,I113,C24
O210,159,9,24-02-2017,I163,C118
O2100,646,5,21-01-2019,I113,C194
O2101,663,8,25-01-2019,I113,C16
O2102,721,5,02-02-2019,I113,C92
O2103,761,4,05-02-2019,I113,C132
O2104,690,2,09-02-2019,I113,C29
O2105,696,6,16-02-2019,I113,C37
O2106,713,10,19-02-2019,I113,C156
O2107,696,8,22-02-2019,I113,C177
O2108,722,7,24-02-2019,I113,C156
O2109,719,1,27-02-2019,I113,C141
O211,158,10,27-02-2017,I163,C53
O2110,775,7,03-03-2019,I113,C87
O2111,695,8,09-03-2019,I113,C20
O2112,740,4,13-03-2019,I113,C72
O2113,666,3,17-03-2019,I113,C84
O2114,697,4,21-03-2019,I113,C174
O2115,730,1,25-03-2019,I113,C96
O2116,692,10,28-03-2019,I113,C97
O2117,747,10,03-04-2019,I113,C8
O2118,785,2,08-04-2019,I113,C158
O2119,707,10,10-04-2019,I113,C170
O212,161,2,02-03-2017,I163,C154
O2120,832,3,13-04-2019,I113,C45
O2121,723,9,19-04-2019,I113,C136
O2122,780,2,26-04-2019,I113,C42
O2123,785,7,28-04-2019,I113,C50
O2124,783,10,04-05-2019,I113,C60
O2125,735,8,07-05-2019,I113,C14
O2126,745,4,13-05-2019,I113,C48
O2127,780,6,15-05-2019,I113,C199
O2128,812,6,20-05-2019,I113,C158
O2129,695,3,23-05-2019,I113,C47
O213,165,7,08-03-2017,I125,C101
O2130,782,3,02-06-2019,I113,C189
O2131,727,1,05-06-2019,I113,C85
O2132,777,2,07-06-2019,I113,C86
O2133,777,8,12-06-2019,I113,C35
O2134,1002,9,17-06-2019,I113,C55
O2135,775,1,19-06-2019,I113,C31
O2136,763,4,22-06-2019,I113,C186
O2137,807,2,26-06-2019,I113,C14
O2138,831,2,01-07-2019,I113,C35
O2139,860,1,04-07-2019,I113,C138
O214,145,2,09-03-2017,I125,C120
O2140,776,8,09-07-2019,I113,C186
O2141,745,8,16-07-2019,I113,C191
O2142,765,7,22-07-2019,I113,C12
O2143,801,2,28-07-2019,I113,C57
O2144,830,3,07-08-2019,I113,C93
O2145,830,5,11-08-2019,I113,C6
O2146,742,3,13-08-2019,I113,C161
O2147,755,10,15-08-2019,I113,C185
O2148,1107,5,18-08-2019,I113,C9
O2149,784,3,26-08-2019,I113,C26
O215,180,3,19-03-2017,I163,C8
O2150,722,6,03-09-2019,I113,C22
O2151,806,7,09-09-2019,I113,C123
O2152,827,1,15-09-2019,I113,C137
O2153,868,9,20-09-2019,I113,C120
O2154,909,1,25-09-2019,I113,C145
O2155,906,6,01-10-2019,I113,C192
O2156,877,1,05-10-2019,I113,C185
O2157,919,8,11-10-2019,I113,C112
O2158,904,3,17-10-2019,I113,C1
O2159,924,1,20-10-2019,I113,C106
O216,180,5,22-03-2017,I163,C157
O2160,785,2,24-10-2019,I113,C185
O2161,771,1,03-11-2019,I113,C69
O2162,1119,1,06-11-2019,I113,C40
O2163,878,1,12-11-2019,I113,C87
O2164,890,2,17-11-2019,I113,C187
O2165,937,7,23-11-2019,I113,C27
O2166,887,5,02-12-2019,I113,C189
O2167,942,10,07-12-2019,I113,C18
O2168,862,2,09-12-2019,I113,C142
O2169,875,1,14-12-2019,I113,C171
O217,182,7,27-03-2017,I163,C173
O2170,1055,3,17-12-2019,I113,C127
O2171,860,4,22-12-2019,I113,C24
O2172,883,7,24-12-2019,I113,C102
O2173,1115,7,27-12-2019,I113,C44
O2174,894,5,03-01-2020,I113,C57
O2175,854,4,10-01-2020,I113,C176
O2176,916,6,17-01-2020,I113,C108
O2177,1190,4,19-01-2020,I113,C163
O2178,934,5,24-01-2020,I113,C65
O2179,790,2,27-01-2020,I113,C173
O218,182,10,05-04-2017,I163,C176
O2180,859,7,03-02-2020,I113,C195
O2181,812,8,08-02-2020,I113,C83
O2182,805,6,12-02-2020,I113,C137
O2183,821,4,19-02-2020,I113,C157
O2184,1014,3,23-02-2020,I113,C57
O2185,843,8,26-02-2020,I113,C159
O2186,971,6,05-03-2020,I113,C139
O2187,811,10,08-03-2020,I113,C6
O2188,892,8,11-03-2020,I113,C140
O2189,805,7,15-03-2020,I113,C99
O219,188,6,11-04-2017,I163,C158
O2190,919,10,17-03-2020,I113,C129
O2191,958,8,23-03-2020,I113,C146
O2192,898,3,27-03-2020,I113,C110
O2193,223,7,01-01-2017,I1,C20
O2194,225,2,04-01-2017,I1,C36
O2195,227,10,08-01-2017,I1,C75
O2196,230,8,13-01-2017,I1,C89
O2197,233,4,18-01-2017,I1,C85
O2198,234,5,15-01-2017,I1,C144
O2199,240,8,23-01-2017,I1,C144
O220,184,3,17-04-2017,I163,C68
O2200,241,3,26-01-2017,I1,C54
O2201,243,8,03-02-2017,I1,C163
O2202,248,2,08-02-2017,I1,C151
O2203,247,3,14-02-2017,I1,C40
O2204,255,1,16-02-2017,I1,C147
O2205,250,9,19-02-2017,I1,C39
O2206,258,5,25-02-2017,I1,C88
O2207,267,7,02-03-2017,I1,C110
O2208,264,6,07-03-2017,I1,C142
O2209,271,10,11-03-2017,I1,C34
O221,199,6,19-04-2017,I125,C110
O2210,262,4,13-03-2017,I1,C169
O2211,264,6,15-03-2017,I1,C200
O2212,276,10,22-03-2017,I1,C115
O2213,275,5,01-04-2017,I1,C178
O2214,288,8,01-04-2017,I1,C164
O2215,281,4,07-04-2017,I1,C52
O2216,280,5,10-04-2017,I1,C179
O2217,288,6,13-04-2017,I1,C183
O2218,280,3,18-04-2017,I1,C132
O2219,294,2,22-04-2017,I1,C5
O222,189,5,23-04-2017,I125,C104
O2220,285,1,24-04-2017,I1,C178
O2221,280,7,22-04-2017,I1,C143
O2222,286,1,02-05-2017,I1,C94
O2223,309,5,05-05-2017,I1,C97
O2224,301,8,07-05-2017,I1,C25
O2225,295,9,09-05-2017,I1,C199
O2226,305,10,11-05-2017,I1,C127
O2227,296,5,17-05-2017,I1,C149
O2228,319,5,19-05-2017,I1,C78
O2229,302,8,24-05-2017,I1,C80
O223,201,4,25-04-2017,I125,C60
O2230,326,9,26-05-2017,I1,C151
O2231,307,3,03-06-2017,I1,C83
O2232,334,9,08-06-2017,I1,C85
O2233,329,10,11-06-2017,I1,C77
O2234,320,8,14-06-2017,I1,C93
O2235,319,10,17-06-2017,I1,C44
O2236,319,3,16-06-2017,I1,C138
O2237,317,7,22-06-2017,I1,C146
O2238,329,9,24-06-2017,I1,C97
O2239,333,8,26-06-2017,I1,C180
O224,197,7,04-05-2017,I163,C80
O2240,309,8,26-06-2017,I1,C150
O2241,332,8,04-07-2017,I1,C120
O2242,347,8,09-07-2017,I1,C85
O2243,328,10,11-07-2017,I1,C97
O2244,359,10,16-07-2017,I1,C72
O2245,351,10,21-07-2017,I1,C66
O2246,336,3,27-07-2017,I1,C177
O2247,352,8,03-08-2017,I1,C23
O2248,346,2,06-08-2017,I1,C174
O2249,346,6,10-08-2017,I1,C158
O225,212,6,11-05-2017,I163,C200
O2250,380,9,16-08-2017,I1,C14
O2251,369,4,23-08-2017,I1,C111
O2252,346,10,26-08-2017,I1,C75
O2253,363,1,03-09-2017,I1,C143
O2254,357,3,02-09-2017,I1,C196
O2255,378,1,07-09-2017,I1,C188
O2256,397,4,12-09-2017,I1,C161
O2257,383,2,14-09-2017,I1,C51
O2258,393,3,17-09-2017,I1,C139
O2259,405,7,21-09-2017,I1,C33
O226,218,10,14-05-2017,I125,C148
O2260,402,8,23-09-2017,I1,C102
O2261,409,5,28-09-2017,I1,C141
O2262,382,6,03-10-2017,I1,C19
O2263,379,1,05-10-2017,I1,C95
O2264,409,1,07-10-2017,I1,C140
O2265,370,6,09-10-2017,I1,C194
O2266,424,9,16-10-2017,I1,C182
O2267,417,7,21-10-2017,I1,C186
O2268,366,2,27-10-2017,I1,C22
O2269,417,4,05-11-2017,I1,C136
O227,198,9,21-05-2017,I125,C88
O2270,387,1,07-11-2017,I1,C81
O2271,390,10,12-11-2017,I1,C25
O2272,419,5,18-11-2017,I1,C46
O2273,426,9,24-11-2017,I1,C131
O2274,433,10,28-11-2017,I1,C181
O2275,412,3,03-12-2017,I1,C103
O2276,425,1,05-12-2017,I1,C138
O2277,404,1,07-12-2017,I1,C21
O2278,410,3,14-12-2017,I1,C146
O2279,432,5,21-12-2017,I1,C108
O228,207,5,27-05-2017,I163,C198
O2280,461,3,27-12-2017,I1,C38
O2281,435,3,03-01-2018,I1,C24
O2282,478,3,08-01-2018,I1,C124
O2283,462,2,15-01-2018,I1,C192
O2284,478,1,17-01-2018,I1,C71
O2285,470,4,21-01-2018,I1,C35
O2286,475,9,27-01-2018,I1,C157
O2287,472,6,02-02-2018,I1,C137
O2288,496,8,02-02-2018,I1,C171
O2289,482,8,11-02-2018,I1,C181
O229,228,2,06-06-2017,I125,C132
O2290,486,8,13-02-2018,I1,C129
O2291,491,2,19-02-2018,I1,C200
O2292,460,10,22-02-2018,I1,C30
O2293,467,1,25-02-2018,I1,C73
